15.1858 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
43.2127 	EXP 	text_2: autoDraw = False
43.2127 	EXP 	text_3: autoDraw = False
43.2127 	EXP 	text_4: autoDraw = False
43.2127 	EXP 	text_13: autoDraw = False
43.2127 	EXP 	text_14: autoDraw = False
43.2127 	EXP 	text_15: autoDraw = False
43.2127 	EXP 	text_2: autoDraw = True
45.2322 	EXP 	text_2: autoDraw = False
45.2322 	EXP 	text_13: autoDraw = True
46.2129 	EXP 	text_3: autoDraw = True
46.2129 	EXP 	text_13: autoDraw = False
48.2439 	EXP 	text_3: autoDraw = False
48.2439 	EXP 	text_14: autoDraw = True
49.2370 	EXP 	text_4: autoDraw = True
49.2370 	EXP 	text_14: autoDraw = False
51.2384 	EXP 	text_4: autoDraw = False
51.2384 	EXP 	text_15: autoDraw = True
52.2141 	EXP 	text_2: autoDraw = False
52.2141 	EXP 	text_3: autoDraw = False
52.2141 	EXP 	text_4: autoDraw = False
52.2141 	EXP 	text_13: autoDraw = False
52.2141 	EXP 	text_14: autoDraw = False
52.2141 	EXP 	text_15: autoDraw = False
52.2141 	EXP 	text_5: autoDraw = True
54.6617 	DATA 	Keypress: space
54.6637 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
54.6649 	EXP 	New trial (rep=0, index=0): None
54.6864 	EXP 	text_5: autoDraw = False
54.6864 	EXP 	text_6: autoDraw = True
56.2175 	EXP 	text_6: autoDraw = False
56.2175 	EXP 	text_10: autoDraw = True
58.2228 	EXP 	text_7: autoDraw = True
58.2228 	EXP 	text_10: autoDraw = False
59.7559 	EXP 	text_7: autoDraw = False
59.7559 	EXP 	text_11: autoDraw = True
61.7283 	EXP 	text_8: autoDraw = True
61.7283 	EXP 	text_11: autoDraw = False
63.2187 	EXP 	text_8: autoDraw = False
63.2187 	EXP 	text_12: autoDraw = True
65.1688 	EXP 	New trial (rep=1, index=0): None
65.1940 	EXP 	text_6: autoDraw = False
65.1940 	EXP 	text_7: autoDraw = False
65.1940 	EXP 	text_8: autoDraw = False
65.1940 	EXP 	text_10: autoDraw = False
65.1940 	EXP 	text_11: autoDraw = False
65.1940 	EXP 	text_12: autoDraw = False
65.1940 	EXP 	text_6: autoDraw = True
66.7426 	EXP 	text_6: autoDraw = False
66.7426 	EXP 	text_10: autoDraw = True
68.7298 	EXP 	text_7: autoDraw = True
68.7298 	EXP 	text_10: autoDraw = False
70.1981 	EXP 	text_7: autoDraw = False
70.1981 	EXP 	text_11: autoDraw = True
72.2261 	EXP 	text_8: autoDraw = True
72.2261 	EXP 	text_11: autoDraw = False
73.7279 	EXP 	text_8: autoDraw = False
73.7279 	EXP 	text_12: autoDraw = True
75.6834 	EXP 	New trial (rep=2, index=0): None
75.7227 	EXP 	text_6: autoDraw = False
75.7227 	EXP 	text_7: autoDraw = False
75.7227 	EXP 	text_8: autoDraw = False
75.7227 	EXP 	text_10: autoDraw = False
75.7227 	EXP 	text_11: autoDraw = False
75.7227 	EXP 	text_12: autoDraw = False
75.7227 	EXP 	text_6: autoDraw = True
77.2370 	EXP 	text_6: autoDraw = False
77.2370 	EXP 	text_10: autoDraw = True
79.2534 	EXP 	text_7: autoDraw = True
79.2534 	EXP 	text_10: autoDraw = False
80.7427 	EXP 	text_7: autoDraw = False
80.7427 	EXP 	text_11: autoDraw = True
82.7346 	EXP 	text_8: autoDraw = True
82.7346 	EXP 	text_11: autoDraw = False
84.2445 	EXP 	text_8: autoDraw = False
84.2445 	EXP 	text_12: autoDraw = True
86.1898 	EXP 	New trial (rep=3, index=0): None
86.2400 	EXP 	text_6: autoDraw = False
86.2400 	EXP 	text_7: autoDraw = False
86.2400 	EXP 	text_8: autoDraw = False
86.2400 	EXP 	text_10: autoDraw = False
86.2400 	EXP 	text_11: autoDraw = False
86.2400 	EXP 	text_12: autoDraw = False
86.2400 	EXP 	text_6: autoDraw = True
87.7585 	EXP 	text_6: autoDraw = False
87.7585 	EXP 	text_10: autoDraw = True
89.7334 	EXP 	text_7: autoDraw = True
89.7334 	EXP 	text_10: autoDraw = False
91.2372 	EXP 	text_7: autoDraw = False
91.2372 	EXP 	text_11: autoDraw = True
93.2681 	EXP 	text_8: autoDraw = True
93.2681 	EXP 	text_11: autoDraw = False
94.7602 	EXP 	text_8: autoDraw = False
94.7602 	EXP 	text_12: autoDraw = True
96.6830 	EXP 	New trial (rep=4, index=0): None
96.7115 	EXP 	text_6: autoDraw = False
96.7115 	EXP 	text_7: autoDraw = False
96.7115 	EXP 	text_8: autoDraw = False
96.7115 	EXP 	text_10: autoDraw = False
96.7115 	EXP 	text_11: autoDraw = False
96.7115 	EXP 	text_12: autoDraw = False
96.7115 	EXP 	text_6: autoDraw = True
98.2302 	EXP 	text_6: autoDraw = False
98.2302 	EXP 	text_10: autoDraw = True
100.2537 	EXP 	text_7: autoDraw = True
100.2537 	EXP 	text_10: autoDraw = False
101.7473 	EXP 	text_7: autoDraw = False
101.7473 	EXP 	text_11: autoDraw = True
103.7323 	EXP 	text_8: autoDraw = True
103.7323 	EXP 	text_11: autoDraw = False
105.2288 	EXP 	text_8: autoDraw = False
105.2288 	EXP 	text_12: autoDraw = True
107.1670 	EXP 	New trial (rep=5, index=0): None
107.1947 	EXP 	text_6: autoDraw = False
107.1947 	EXP 	text_7: autoDraw = False
107.1947 	EXP 	text_8: autoDraw = False
107.1947 	EXP 	text_10: autoDraw = False
107.1947 	EXP 	text_11: autoDraw = False
107.1947 	EXP 	text_12: autoDraw = False
107.1947 	EXP 	text_6: autoDraw = True
108.7178 	EXP 	text_6: autoDraw = False
108.7178 	EXP 	text_10: autoDraw = True
110.7127 	EXP 	text_7: autoDraw = True
110.7127 	EXP 	text_10: autoDraw = False
112.2431 	EXP 	text_7: autoDraw = False
112.2431 	EXP 	text_11: autoDraw = True
114.2193 	EXP 	text_8: autoDraw = True
114.2193 	EXP 	text_11: autoDraw = False
115.6990 	EXP 	text_8: autoDraw = False
115.6990 	EXP 	text_12: autoDraw = True
117.6861 	EXP 	New trial (rep=6, index=0): None
117.7415 	EXP 	text_6: autoDraw = False
117.7415 	EXP 	text_7: autoDraw = False
117.7415 	EXP 	text_8: autoDraw = False
117.7415 	EXP 	text_10: autoDraw = False
117.7415 	EXP 	text_11: autoDraw = False
117.7415 	EXP 	text_12: autoDraw = False
117.7415 	EXP 	text_6: autoDraw = True
119.2379 	EXP 	text_6: autoDraw = False
119.2379 	EXP 	text_10: autoDraw = True
121.2319 	EXP 	text_7: autoDraw = True
121.2319 	EXP 	text_10: autoDraw = False
122.7437 	EXP 	text_7: autoDraw = False
122.7437 	EXP 	text_11: autoDraw = True
124.7566 	EXP 	text_8: autoDraw = True
124.7566 	EXP 	text_11: autoDraw = False
126.2413 	EXP 	text_8: autoDraw = False
126.2413 	EXP 	text_12: autoDraw = True
128.1734 	EXP 	New trial (rep=7, index=0): None
128.2053 	EXP 	text_6: autoDraw = False
128.2053 	EXP 	text_7: autoDraw = False
128.2053 	EXP 	text_8: autoDraw = False
128.2053 	EXP 	text_10: autoDraw = False
128.2053 	EXP 	text_11: autoDraw = False
128.2053 	EXP 	text_12: autoDraw = False
128.2053 	EXP 	text_6: autoDraw = True
129.7090 	EXP 	text_6: autoDraw = False
129.7090 	EXP 	text_10: autoDraw = True
131.7357 	EXP 	text_7: autoDraw = True
131.7357 	EXP 	text_10: autoDraw = False
133.2357 	EXP 	text_7: autoDraw = False
133.2357 	EXP 	text_11: autoDraw = True
135.2463 	EXP 	text_8: autoDraw = True
135.2463 	EXP 	text_11: autoDraw = False
136.7268 	EXP 	text_8: autoDraw = False
136.7268 	EXP 	text_12: autoDraw = True
138.6829 	EXP 	New trial (rep=8, index=0): None
138.7215 	EXP 	text_6: autoDraw = False
138.7215 	EXP 	text_7: autoDraw = False
138.7215 	EXP 	text_8: autoDraw = False
138.7215 	EXP 	text_10: autoDraw = False
138.7215 	EXP 	text_11: autoDraw = False
138.7215 	EXP 	text_12: autoDraw = False
138.7215 	EXP 	text_6: autoDraw = True
140.2194 	EXP 	text_6: autoDraw = False
140.2194 	EXP 	text_10: autoDraw = True
142.2581 	EXP 	text_7: autoDraw = True
142.2581 	EXP 	text_10: autoDraw = False
143.7500 	EXP 	text_7: autoDraw = False
143.7500 	EXP 	text_11: autoDraw = True
145.7459 	EXP 	text_8: autoDraw = True
145.7459 	EXP 	text_11: autoDraw = False
147.2316 	EXP 	text_8: autoDraw = False
147.2316 	EXP 	text_12: autoDraw = True
149.1834 	EXP 	New trial (rep=9, index=0): None
149.2312 	EXP 	text_6: autoDraw = False
149.2312 	EXP 	text_7: autoDraw = False
149.2312 	EXP 	text_8: autoDraw = False
149.2312 	EXP 	text_10: autoDraw = False
149.2312 	EXP 	text_11: autoDraw = False
149.2312 	EXP 	text_12: autoDraw = False
149.2312 	EXP 	text_6: autoDraw = True
150.7251 	EXP 	text_6: autoDraw = False
150.7251 	EXP 	text_10: autoDraw = True
152.7477 	EXP 	text_7: autoDraw = True
152.7477 	EXP 	text_10: autoDraw = False
154.2411 	EXP 	text_7: autoDraw = False
154.2411 	EXP 	text_11: autoDraw = True
156.2354 	EXP 	text_8: autoDraw = True
156.2354 	EXP 	text_11: autoDraw = False
157.7255 	EXP 	text_8: autoDraw = False
157.7255 	EXP 	text_12: autoDraw = True
159.7153 	EXP 	text_6: autoDraw = False
159.7153 	EXP 	text_7: autoDraw = False
159.7153 	EXP 	text_8: autoDraw = False
159.7153 	EXP 	text_10: autoDraw = False
159.7153 	EXP 	text_11: autoDraw = False
159.7153 	EXP 	text_12: autoDraw = False
159.7153 	EXP 	text_9: autoDraw = True
162.5517 	DATA 	Keypress: space
162.7386 	EXP 	window1: mouseVisible = True
