11.6804 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
49.9982 	EXP 	New trial (rep=1, index=0): None
50.0141 	EXP 	text_6: autoDraw = False
50.0141 	EXP 	text_7: autoDraw = False
50.0141 	EXP 	text_8: autoDraw = False
50.0141 	EXP 	text_10: autoDraw = False
50.0141 	EXP 	text_11: autoDraw = False
50.0141 	EXP 	text_12: autoDraw = False
50.0141 	EXP 	text_6: autoDraw = True
51.0200 	EXP 	text_6: autoDraw = False
51.0200 	EXP 	text_10: autoDraw = True
53.0318 	EXP 	text_7: autoDraw = True
53.0318 	EXP 	text_10: autoDraw = False
54.0332 	EXP 	text_7: autoDraw = False
54.0332 	EXP 	text_11: autoDraw = True
56.0310 	EXP 	text_8: autoDraw = True
56.0310 	EXP 	text_11: autoDraw = False
57.0365 	EXP 	text_8: autoDraw = False
57.0365 	EXP 	text_12: autoDraw = True
58.9808 	EXP 	New trial (rep=2, index=0): None
59.0016 	EXP 	text_6: autoDraw = False
59.0016 	EXP 	text_7: autoDraw = False
59.0016 	EXP 	text_8: autoDraw = False
59.0016 	EXP 	text_10: autoDraw = False
59.0016 	EXP 	text_11: autoDraw = False
59.0016 	EXP 	text_12: autoDraw = False
59.0016 	EXP 	text_6: autoDraw = True
60.0148 	EXP 	text_6: autoDraw = False
60.0148 	EXP 	text_10: autoDraw = True
61.9994 	EXP 	text_7: autoDraw = True
61.9994 	EXP 	text_10: autoDraw = False
62.9981 	EXP 	text_7: autoDraw = False
62.9981 	EXP 	text_11: autoDraw = True
65.0033 	EXP 	text_8: autoDraw = True
65.0033 	EXP 	text_11: autoDraw = False
66.0106 	EXP 	text_8: autoDraw = False
66.0106 	EXP 	text_12: autoDraw = True
67.9852 	EXP 	New trial (rep=3, index=0): None
68.0006 	EXP 	text_6: autoDraw = False
68.0006 	EXP 	text_7: autoDraw = False
68.0006 	EXP 	text_8: autoDraw = False
68.0006 	EXP 	text_10: autoDraw = False
68.0006 	EXP 	text_11: autoDraw = False
68.0006 	EXP 	text_12: autoDraw = False
68.0006 	EXP 	text_6: autoDraw = True
69.0166 	EXP 	text_6: autoDraw = False
69.0166 	EXP 	text_10: autoDraw = True
71.0207 	EXP 	text_7: autoDraw = True
71.0207 	EXP 	text_10: autoDraw = False
72.0258 	EXP 	text_7: autoDraw = False
72.0258 	EXP 	text_11: autoDraw = True
74.0199 	EXP 	text_8: autoDraw = True
74.0199 	EXP 	text_11: autoDraw = False
75.0131 	EXP 	text_8: autoDraw = False
75.0131 	EXP 	text_12: autoDraw = True
76.9855 	EXP 	New trial (rep=4, index=0): None
76.9937 	EXP 	text_6: autoDraw = False
76.9937 	EXP 	text_7: autoDraw = False
76.9937 	EXP 	text_8: autoDraw = False
76.9937 	EXP 	text_10: autoDraw = False
76.9937 	EXP 	text_11: autoDraw = False
76.9937 	EXP 	text_12: autoDraw = False
76.9937 	EXP 	text_6: autoDraw = True
78.0144 	EXP 	text_6: autoDraw = False
78.0144 	EXP 	text_10: autoDraw = True
80.0173 	EXP 	text_7: autoDraw = True
80.0173 	EXP 	text_10: autoDraw = False
81.0133 	EXP 	text_7: autoDraw = False
81.0133 	EXP 	text_11: autoDraw = True
83.0107 	EXP 	text_8: autoDraw = True
83.0107 	EXP 	text_11: autoDraw = False
84.0142 	EXP 	text_8: autoDraw = False
84.0142 	EXP 	text_12: autoDraw = True
86.0032 	EXP 	New trial (rep=5, index=0): None
86.0204 	EXP 	text_6: autoDraw = False
86.0204 	EXP 	text_7: autoDraw = False
86.0204 	EXP 	text_8: autoDraw = False
86.0204 	EXP 	text_10: autoDraw = False
86.0204 	EXP 	text_11: autoDraw = False
86.0204 	EXP 	text_12: autoDraw = False
86.0204 	EXP 	text_6: autoDraw = True
87.0336 	EXP 	text_6: autoDraw = False
87.0336 	EXP 	text_10: autoDraw = True
89.0319 	EXP 	text_7: autoDraw = True
89.0319 	EXP 	text_10: autoDraw = False
90.0270 	EXP 	text_7: autoDraw = False
90.0270 	EXP 	text_11: autoDraw = True
92.0288 	EXP 	text_8: autoDraw = True
92.0288 	EXP 	text_11: autoDraw = False
93.0229 	EXP 	text_8: autoDraw = False
93.0229 	EXP 	text_12: autoDraw = True
94.9956 	EXP 	New trial (rep=6, index=0): None
95.0140 	EXP 	text_6: autoDraw = False
95.0140 	EXP 	text_7: autoDraw = False
95.0140 	EXP 	text_8: autoDraw = False
95.0140 	EXP 	text_10: autoDraw = False
95.0140 	EXP 	text_11: autoDraw = False
95.0140 	EXP 	text_12: autoDraw = False
95.0140 	EXP 	text_6: autoDraw = True
96.0165 	EXP 	text_6: autoDraw = False
96.0165 	EXP 	text_10: autoDraw = True
98.0308 	EXP 	text_7: autoDraw = True
98.0308 	EXP 	text_10: autoDraw = False
99.0277 	EXP 	text_7: autoDraw = False
99.0277 	EXP 	text_11: autoDraw = True
101.0341 	EXP 	text_8: autoDraw = True
101.0341 	EXP 	text_11: autoDraw = False
102.0292 	EXP 	text_8: autoDraw = False
102.0292 	EXP 	text_12: autoDraw = True
103.9871 	EXP 	New trial (rep=7, index=0): None
104.0051 	EXP 	text_6: autoDraw = False
104.0051 	EXP 	text_7: autoDraw = False
104.0051 	EXP 	text_8: autoDraw = False
104.0051 	EXP 	text_10: autoDraw = False
104.0051 	EXP 	text_11: autoDraw = False
104.0051 	EXP 	text_12: autoDraw = False
104.0051 	EXP 	text_6: autoDraw = True
105.0104 	EXP 	text_6: autoDraw = False
105.0104 	EXP 	text_10: autoDraw = True
107.0109 	EXP 	text_7: autoDraw = True
107.0109 	EXP 	text_10: autoDraw = False
108.0210 	EXP 	text_7: autoDraw = False
108.0210 	EXP 	text_11: autoDraw = True
110.0121 	EXP 	text_8: autoDraw = True
110.0121 	EXP 	text_11: autoDraw = False
111.0103 	EXP 	text_8: autoDraw = False
111.0103 	EXP 	text_12: autoDraw = True
112.9794 	EXP 	New trial (rep=8, index=0): None
112.9938 	EXP 	text_6: autoDraw = False
112.9938 	EXP 	text_7: autoDraw = False
112.9938 	EXP 	text_8: autoDraw = False
112.9938 	EXP 	text_10: autoDraw = False
112.9938 	EXP 	text_11: autoDraw = False
112.9938 	EXP 	text_12: autoDraw = False
112.9938 	EXP 	text_6: autoDraw = True
114.0202 	EXP 	text_6: autoDraw = False
114.0202 	EXP 	text_10: autoDraw = True
116.0142 	EXP 	text_7: autoDraw = True
116.0142 	EXP 	text_10: autoDraw = False
117.0114 	EXP 	text_7: autoDraw = False
117.0114 	EXP 	text_11: autoDraw = True
119.0179 	EXP 	text_8: autoDraw = True
119.0179 	EXP 	text_11: autoDraw = False
119.9934 	EXP 	text_8: autoDraw = False
119.9934 	EXP 	text_12: autoDraw = True
121.9872 	EXP 	New trial (rep=9, index=0): None
121.9948 	EXP 	text_6: autoDraw = False
121.9948 	EXP 	text_7: autoDraw = False
121.9948 	EXP 	text_8: autoDraw = False
121.9948 	EXP 	text_10: autoDraw = False
121.9948 	EXP 	text_11: autoDraw = False
121.9948 	EXP 	text_12: autoDraw = False
121.9948 	EXP 	text_6: autoDraw = True
123.0129 	EXP 	text_6: autoDraw = False
123.0129 	EXP 	text_10: autoDraw = True
125.0110 	EXP 	text_7: autoDraw = True
125.0110 	EXP 	text_10: autoDraw = False
126.0112 	EXP 	text_7: autoDraw = False
126.0112 	EXP 	text_11: autoDraw = True
128.0112 	EXP 	text_8: autoDraw = True
128.0112 	EXP 	text_11: autoDraw = False
129.0102 	EXP 	text_8: autoDraw = False
129.0102 	EXP 	text_12: autoDraw = True
130.9933 	EXP 	text_6: autoDraw = False
130.9933 	EXP 	text_7: autoDraw = False
130.9933 	EXP 	text_8: autoDraw = False
130.9933 	EXP 	text_10: autoDraw = False
130.9933 	EXP 	text_11: autoDraw = False
130.9933 	EXP 	text_12: autoDraw = False
130.9933 	EXP 	text_9: autoDraw = True
134.0989 	EXP 	window1: mouseVisible = True
